network,arm,node,degree,coreness,embeddedness,comm,dec_emb,dec_core,dec_deg
email-Eu-core,real,354,10,10,0.9,7,7,3,3
email-Eu-core,real,355,52,34,0.6538461538461539,0,4,9,8
email-Eu-core,real,356,49,31,0.7551020408163265,0,5,8,7
email-Eu-core,real,357,45,30,0.7555555555555555,0,5,8,7
email-Eu-core,real,358,53,21,0.8490566037735849,5,6,5,8
email-Eu-core,real,359,32,20,1.0,5,8,5,6
email-Eu-core,real,360,28,21,0.7142857142857143,5,4,5,5
email-Eu-core,real,361,48,29,0.8125,3,6,8,7
email-Eu-core,real,362,68,32,0.35294117647058826,5,0,8,8
email-Eu-core,real,363,57,34,0.45614035087719296,0,1,9,8
email-Eu-core,real,364,9,9,0.5555555555555556,0,2,3,3
email-Eu-core,real,365,90,34,0.2,5,0,9,9
email-Eu-core,real,366,104,34,0.4230769230769231,0,1,9,9
email-Eu-core,real,367,82,34,0.4634146341463415,3,1,9,9
email-Eu-core,real,368,45,27,0.5777777777777777,4,3,7,7
email-Eu-core,real,369,8,7,0.75,1,5,2,2
email-Eu-core,real,370,36,26,0.8611111111111112,3,6,6,6
email-Eu-core,real,371,86,34,0.20930232558139536,7,0,9,9
email-Eu-core,real,372,29,22,0.5862068965517241,0,3,6,6
email-Eu-core,real,373,44,28,0.2727272727272727,1,0,7,7
email-Eu-core,real,374,20,17,0.9,5,7,4,4
email-Eu-core,real,375,65,31,0.6307692307692307,0,3,8,8
email-Eu-core,real,376,49,27,0.8163265306122449,4,6,7,7
email-Eu-core,real,377,137,30,0.5255474452554745,4,2,8,9
email-Eu-core,real,378,24,22,0.8333333333333334,4,6,6,5
email-Eu-core,real,379,52,27,0.7884615384615384,4,5,7,8
email-Eu-core,real,380,40,27,0.625,4,3,7,7
email-Eu-core,real,381,33,24,0.8484848484848485,4,6,6,6
email-Eu-core,real,382,5,5,1.0,4,8,2,2
email-Eu-core,real,383,5,5,1.0,4,9,2,2
email-Eu-core,real,384,16,16,0.75,4,5,4,4
email-Eu-core,real,385,22,22,0.9545454545454546,4,7,6,5
email-Eu-core,real,386,8,8,0.75,4,5,2,2
email-Eu-core,real,387,39,26,0.6666666666666666,4,4,7,7
email-Eu-core,real,388,27,24,0.8148148148148148,4,6,6,5
email-Eu-core,real,389,43,27,0.5813953488372093,4,3,7,7
email-Eu-core,real,390,45,27,0.7333333333333333,4,5,7,7
email-Eu-core,real,391,19,19,0.8421052631578947,4,6,5,4
email-Eu-core,real,392,20,19,0.8,4,6,5,4
email-Eu-core,real,393,82,32,0.5121951219512195,4,2,9,9
email-Eu-core,real,394,32,26,0.84375,4,6,6,6
email-Eu-core,real,395,40,27,0.575,4,2,7,7
email-Eu-core,real,396,14,14,1.0,4,9,4,3
email-Eu-core,real,397,36,27,0.8055555555555556,4,6,7,6
email-Eu-core,real,398,4,4,1.0,4,9,1,1
email-Eu-core,real,399,18,18,0.8888888888888888,2,7,4,4
email-Eu-core,real,400,37,27,0.5675675675675675,0,2,7,6
email-Eu-core,real,401,49,25,0.6122448979591837,2,3,6,7
email-Eu-core,real,402,8,8,0.5,4,1,2,2
email-Eu-core,real,403,18,18,0.7222222222222222,2,4,4,4
email-Eu-core,real,404,82,34,0.2804878048780488,7,0,9,9
email-Eu-core,real,405,122,34,0.4098360655737705,0,1,9,9
email-Eu-core,real,406,28,19,0.9642857142857143,5,7,5,5
email-Eu-core,real,407,27,19,0.8148148148148148,5,6,5,5
email-Eu-core,real,408,54,30,0.8148148148148148,1,6,8,8
email-Eu-core,real,409,84,29,0.3333333333333333,3,0,7,9
email-Eu-core,real,410,11,11,0.6363636363636364,0,3,3,3
email-Eu-core,real,411,104,32,0.5192307692307693,1,2,8,9
email-Eu-core,real,412,68,30,0.7941176470588235,1,5,8,8
email-Eu-core,real,413,28,23,0.7857142857142857,2,5,6,5
email-Eu-core,real,414,10,4,0.8,4,6,1,3
email-Eu-core,real,415,4,4,0.75,4,5,2,1
email-Eu-core,real,416,3,3,0.6666666666666666,0,4,1,1
email-Eu-core,real,417,63,29,0.7619047619047619,3,5,8,8
email-Eu-core,real,418,30,25,0.7666666666666667,0,5,6,6
email-Eu-core,real,419,99,34,0.2222222222222222,2,0,9,9
email-Eu-core,real,420,138,34,0.36231884057971014,0,0,9,9
email-Eu-core,real,421,50,27,0.5,5,1,7,7
email-Eu-core,real,422,45,32,0.4888888888888889,0,1,9,7
email-Eu-core,real,423,39,26,0.7435897435897436,3,5,7,7
email-Eu-core,real,424,132,34,0.38636363636363635,0,0,9,9
email-Eu-core,real,425,35,21,0.7142857142857143,2,4,5,6
email-Eu-core,real,426,58,29,0.603448275862069,2,3,8,8
email-Eu-core,real,427,55,32,0.41818181818181815,3,1,8,8
email-Eu-core,real,428,27,20,0.7777777777777778,7,5,5,5
email-Eu-core,real,429,32,20,0.78125,7,5,5,6
email-Eu-core,real,430,52,28,0.5,5,2,7,8
email-Eu-core,real,431,23,18,0.6956521739130435,0,4,4,5
